Year,Election,Province,District Number,Party,Candidate name,"Candidate Gender L=Male, P=Female",Candidate list position
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,"Dr. ANDI BUDI SULISTIJANTO, S.H., M.I.Kom.",LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,"Dr. ARZETI BILBINA SETYAWAN, S.E., M.AP.",PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,dr. AUFIYA NAILY,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,"Dr. Drs. H. ZAINAL ARIFIN, M.Pd.",LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,"Dr. ILYAS INDRA, S.H.I., M.H., M.M.",LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Hanura,"Dr. Ir. SUMARZEN MARZUKI, M.M.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,"Dr. RADEN BESSE KARTONINGRAT, S.H., M.H.",PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,"Dr. RORO DYAH EKO SETYOWATI, S.Sos., S.E., M.M.",PEREMPUAN,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,Dra. DWI SEPTAHANY ISNANIEK,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,Dra. FARAH TAMALIA,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,Dra. Lucy Kurniasari,PEREMPUAN,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,"Drs. Ec. ALI SAIBOO, M.M.",LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,"Drs. H. HARUNA SOEMITRO, M.Si.",LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,Drs. IPONG MUCHLISSONI,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,Drs. MUHAMMAD AZIZ,LAKI - LAKI,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,ELI HESTINAH,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,ENDAH PUSPITA ANDRIJANI,PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,ENDAH TRI UTAMI,PEREMPUAN,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,ERLYTA DWI AGUSTINA SIREGAR,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Hanura,"EVA CYNTHIA DEVI, S.E.",PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,FAISAL AHMAD,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Hanura,FAJAR SUCAHYO,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PDIP,FAOZAN AMAR,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,GAMAL HARYO PUTRO,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,GANANG NIRWAN DARMAWAN,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Gunawan Basri,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,"H. ABDUL HANAN MAJDY, S.Kom.",LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,"H. JALALUDDIN ALHAM, S.I.P., M.Hum.",LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Hanura,H. LUTFI HERMAWANSYAH,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,"H. M. ALI AFFANDI LA NYALLA MAHMUD MATTALITTI, S.M., M.MT.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,H. M. TANZIL FURQON,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,"H. MOH. TAUFIQULBAR, M.Si.",LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,H. MOH. ZAINUL LUTFI,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Perindo,HENRY MALCORPS,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,"HESTY SULISTYOWATI, S.E.",PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,"HUSIN, S.E.",LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PSI,IDA ANDRIANI,PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PSI,INDAH IRIANI,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PDIP,INDAH KURNIA,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,"INDAH NOVIANTI, S.T.",PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,Ir. BAMBANG HARYO SOEKARTONO,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PBB,"Ir. H. MOHAMMAD MASDUKI, S.H., M.H.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,Ir. H. SIGIT SOSIANTOMO,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,Ir. MUHAMAD IQBAL,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,Ir. SARDJONO BUDI SANTOSO,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,IRNA LAKSMI LARASATI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Hanura,ISDANIAR NOVI HIJRIANI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,ISFIANTORO,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PSI,ISWANTI,PEREMPUAN,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,"IWAN WEDA, S.E., M.M., M.Mar.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,"JIMMY HIMAWAN, S.H.",LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,JOKO DWITANTO,LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,KAISAR HAIDAR ALI JAMAL,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,KENASTI ARNINTA PUTRI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gelora,KH. ACHMAD FATHONY,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,KHAIRUL AGUNG,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Perindo,"Komjen. Pol. (Purn.) Dr. ANANG ISKANDAR, S.I.K., S.H., M.H.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,KRISNA MUKTI,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,"KURNIANTI HERDIANDARI, S.H.",PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PDIP,"Laksdya. TNI (Purn.) Dr. AGUS SETIADJI, S.A.P., M.A.",LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PSI,LIANA KURNIAWAN,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,LILIK SUMIATI,PEREMPUAN,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,LITA MACHFUD ARIFIN,PEREMPUAN,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Lucky Christano Masengi Sanger,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Golkar,"M ISBAT ATIQILLAH PRANATA, S.H.",LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,"M. RIZKY HIDAYATULLAH, S.E.",LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,M. SAMSUL ARIFIN,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,"M. ZAENAB MALTUFAH, S.E., M.S.E.",PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,"MAHARANI SITI SHOPIA, M.H.",PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PPP,MAHMUDA,PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,MAHNUN,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,MASKURI,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,MOCH SALMAN AL FARIZI,LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Perindo,"MOCHAMMAD ABDUL WAHID, S.H.",LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,"MOESTOPO, S.E., S.H., M.H.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Moh Agus Budi Hariono,LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,MUCH GUSTI WARDANA RAMADHAN,LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Perindo,"MUCHAMAD AULIA SUNARYOHADI, S.H.",LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,MUHAMMAD DAFA,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,MUHAMMAD GHOZI ALFATIH,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,Muhammad Ridha,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,"MUHAMMAD SHOLEH, S.H.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,"MUKAFI MAKKI, S.Hum.",LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,MUNAWIR ANSHORY,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,MUSYAFAAH MIA KURNIATI,PEREMPUAN,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Perindo,"NATALIA CECILIA TANUDJAJA, S.T.",PEREMPUAN,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,"NINIK ISTIANI, S.Adm.",PEREMPUAN,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PDIP,NUNING ESTI PALUPI,PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Garuda,OLIVIA MARGARETH PANJAITAN,PEREMPUAN,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PSI,Paulus Totok Lusida,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,PRASETYONO,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PDIP,"PUTI GUNTUR SOEKARNO, S.I.P.",PEREMPUAN,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,RAHMAT MUHAJIRIN,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Perindo,RATNA DHAMAYANTI,PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,RATNA PUSPITASARI,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,REFI AVIO ROSA,LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,"RENI ASTUTI, S.Si., M.PSDM.",PEREMPUAN,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,RISTANTO,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gelora,RIZKY EKO NUGROHO,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,Rosandi Dharma,LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,"RUSFIAN EFFENDI, S.M., S.Ag., M.M.",LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,SALEH ALHASNI,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,SANUSI PRASETYO,LAKI - LAKI,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,SETYO NUGROHO,LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PDIP,"SONNY SEWANTON SARAGIH, S.I.P.",LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Sri Astuti,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,"SRI PRIHATININGSIH, S.H., M.Kn.",PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,Sri Ramadhany,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,"SRI UNTARI PUJI HASTUTI, S.E., M.M.",PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gerindra,SUGENG RIBOWO,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,SUNGKONO,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Sungkono Ari Saputro,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,SUPARTIYANI,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,SYAIKHUL ISLAM,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKB,"TEDDY SUGIHARTO, S.E.",LAKI - LAKI,10
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,"THERESIA LIZA DEWI W, S.H.",PEREMPUAN,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,TRI KARDIASTUTI,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PBB,ULFA AFIFAH ASHARINI,PEREMPUAN,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gelora,UMBANG PURYANTO,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKN,WAHYU HIDAYAT,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Gelora,WAHYU PRIHATIN,PEREMPUAN,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PKS,WAHYU SRIONO,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PSI,"WAHYUDIN SOFYAN, S.E.",LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Nasdem,"YANTI IRIANI PANE, S.T.",PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Yolanda Amalia,PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,PAN,YOOKY TJAHRIAL,LAKI - LAKI,8
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Buruh,Yuli Daniati,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Ummat,YULIDA TRI RATNA DEWI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR I,Demokrat,"Zulfa Nurdiana Putri, A.Md.",PEREMPUAN,9
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Golkar,"ABD. RACHMAN, S.H.",LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Golkar,ADI HARNOWO,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PAN,"AHMAD ABDUL QODIR, S.E.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,AHMAD FAOZAN ZAJULI,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,AHMAD MUKSI,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gerindra,AHMAD MUSYAFA,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,AHMAD ROSADI,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Perindo,AHMAD SUPAEDI,LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PPP,"AINUL YAQIN, M.Si.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PSI,AKHMAD NADJIB MARTAK,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Hanura,AKHMAD NURKHOLIS,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Nasdem,"AMINUROKHMAN, S.E., M.M.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Buruh,ANDRIYANI BUNGA FAJAR,PEREMPUAN,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gelora,ANIE JATRIE,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gerindra,ANWAR SADAD,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKN,ARI SETYAWATY,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKN,ARIF SANDJAYA,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKS,"ASMA' AMATURROHMAN, A.Md.",PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PSI,ASYATI,PEREMPUAN,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PBB,BAMBANG PRIAMBADA BASJAH,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Ummat,BAYU HARNAN PURWAKA,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKS,"BIMO PRASETIO, S.H.",LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKN,DENI RUDIANA,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Golkar,"DENNY YUSNI ARMAN, S.E.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Ummat,DESY AYU WULANDARI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Nasdem,DINI RAHMANIA,PEREMPUAN,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PAN,"DITA KARTIKA YUSTISIA, S.E., M.H.",PEREMPUAN,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKN,"Dr. Drs. YUS SUDARSO, S.H., M.H.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,"Dr. H. MOHAMMAD IRSYAD YUSUF, S.E., M.M.A.",LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PDIP,dr. H. MUFTI A. N. ANAM,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKS,Dr. MUHAMMAD FIRDAUS,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,"Dra. Hj. ANISAH SYAKUR, M.Ag.",PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gelora,Dra. SRI HERNAWATI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PAN,"drg. NOTARICIA SARTIKA FITRAH SUKMA PERDANA NURUDIN, S.H., M.Kn.",PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,Drs. AGUS FERY YUSUF TOMOKUMORO,LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Nasdem,Drs. TAUFIQ MACHFUDZ,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Perindo,DWI ANGGRAINI LAILA SARI,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Perindo,EDY SUYANTO,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,EMA MUDIYANA,PEREMPUAN,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,EMI SULIASTINI,PEREMPUAN,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,"Endang Mujiati, S.Pd.",PEREMPUAN,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Buruh,ERMAWATI,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gerindra,EVI ZAINAL ABIDIN,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,FANI SOFIANI,PEREMPUAN,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PAN,"FATMA NAZALIA, S.Sos.",PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PSI,GRACE CARLA WANDA SIWU,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,"H. ABDUL MALIK HARAMAIN, M.Si.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,H. FAISOL RIZA,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Nasdem,H. MOH. HOSNI,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Golkar,"H. MUKHAMAD MISBAKHUN, S.E., M.H.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,HANNY SITOMPUL,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,"Herlan Sinanuar, S.E.",LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PAN,HERMIN SISMIARSI,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,HERNIATIE SRI ANA M.,PEREMPUAN,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Nasdem,"Hj. RUKMINI, S.H., M.Si.",PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,Hj. SAFIRA MACHRUSAH,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gerindra,ILHAM BAEDHOWI,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PDIP,IMAN MUNANDAR B,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,"Imron Kunaedi, S.P., M.E.",LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Buruh,Ir. PURNOMO,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PDIP,"JAMANGATUN UMI HASANAH, S.Pd.",PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Buruh,"JAZULI, S.H.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Ummat,"JUNDAN HADI KUSUMA, S.H.",LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PBB,JUNIANT ICHA PRATIWI,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Buruh,KHOIRUL ANAM,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gerindra,Laksdya. TNI (Purn.) MOEKHLAS SIDIK,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKS,LUSSY LESTARI RAHAYU,PEREMPUAN,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PBB,M. NANANG KOSIM,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,"MASHUDI, M.Ag.",LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Gerindra,MOCHAMMAD IQBAL ARIF,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Nasdem,"MOH HAERUL AMRI, S.P., M.Pd.",LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKN,MOHAMAD RAMADHANI,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Garuda,MOHAMMAD HIDAYATULLAH,LAKI - LAKI,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PPP,MUCHAMMAD YUSUF,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PBB,MUHAMMAD FURQON ALFARUQI,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKB,MUHAMMAD HILMAN MUFIDI,LAKI - LAKI,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Hanura,MUHAMMAD IZUL,LAKI - LAKI,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Perindo,MUHAMMAD MIRDASY,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Hanura,"MUHAMMAD NUH, S.H., M.H.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Ummat,MULYONO,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PKS,MUSTOFA BAWAZIR,LAKI - LAKI,1
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Hanura,NAILUL MUKFIYAH,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Ummat,NASIKHUN,LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PPP,NI'MATUL MUHIMMAH,PEREMPUAN,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Ummat,NICO DANDAYESI,PEREMPUAN,4
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PPP,NIHAYAH MUTIMMAH,PEREMPUAN,3
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Demokrat,"NUR HOLIS, S.E.",LAKI - LAKI,2
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,Perindo,NURHIKMAH,PEREMPUAN,7
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PSI,PRAYOGA FAJAR MAHENDRA,LAKI - LAKI,6
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PDIP,Prof. Dr. H. DJANGGAN SARGOWO,LAKI - LAKI,5
2024,DPR,JAWA TIMUR ,JAWA TIMUR II,PDIP,"Prof. Dr. H. HAMKA HAQ, M.A.",LAKI - LAKI,1
